A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	B13	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	I1	I2	I3	I4	I5	I6	I7	I8	I9	I10	J1	J2	J3	J4	J5	J6	J7	J8	J9	J10	K1	K2	K3	K4	K5	K6	K7	K8	K9	K10	L1	L2	L3	L4	L5	L6	L7	L8	L9	L10	M1	M2	M3	M4	M5	M6	M7	M8	M9	M10	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	O1	O2	O3	O4	O5	O6	O7	O8	O9	O10	P1	P2	P3	P4	P5	P6	P7	P8	P9	P10	age	gender	accuracy	country	source	elapsed
1	4	1	4	3	2	4	4	3	5	5	5	5	5	5	4	2	5	5	3	5	5	5	4	4	5	3	2	5	5	4	5	5	3	3	5	5	3	5	3	5	3	5	3	3	5	5	5	5	5	4	3	3	4	5	5	4	3	2	4	5	2	2	2	1	5	1	4	2	3	5	1	3	5	3	5	3	1	4	3	4	5	1	2	4	3	2	4	2	2	1	2	3	5	5	5	5	5	4	5	2	5	5	4	5	3	4	4	3	3	3	5	1	4	1	1	4	2	3	3	2	2	1	4	5	5	4	3	4	2	5	5	5	3	3	4	3	5	4	5	2	3	3	4	1	4	5	5	1	4	1	1	1	2	3	2	5	3	5	1	3	1	2	14	2	75	AU	1	563
2	2	4	4	2	2	2	2	4	3	1	1	5	4	3	1	4	2	4	1	1	3	4	1	1	1	1	1	2	1	1	1	1	1	4	4	1	1	3	2	4	1	1	1	1	2	1	3	1	4	1	3	5	4	5	1	5	1	5	5	1	5	5	1	2	1	1	3	1	1	2	2	3	3	5	3	3	1	1	2	3	3	5	5	5	4	5	4	3	3	5	4	3	5	5	2	5	3	2	4	2	5	5	1	3	1	3	2	2	3	2	2	2	5	5	5	5	4	5	5	2	5	5	5	3	5	2	3	5	4	4	4	4	5	4	4	3	5	3	5	4	4	5	4	3	4	4	2	5	5	3	3	1	5	5	5	4	5	4	3	5	5	3	27	1	95	US	5	506
1	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	4	4	4	3	2	4	4	4	4	4	4	2	2	4	3	3	2	4	4	2	2	4	4	2	2	2	4	1	2	2	2	2	1	2	2	3	2	4	4	3	4	4	4	4	2	4	4	2	2	2	2	2	2	2	2	1	2	5	4	4	4	4	2	2	2	5	4	4	4	4	4	3	3	4	4	3	2	4	4	2	4	4	2	2	2	4	4	4	4	4	4	4	5	5	4	4	2	4	4	4	4	4	4	4	4	4	2	2	2	4	3	2	2	3	4	4	3	4	4	4	4	4	4	4	4	5	4	4	4	4	4	4	4	4	5	4	2	4	2	4	4	4	4	4	2	4	4	48	1	85	GB	2	567
4	4	4	2	4	5	4	4	2	2	5	5	5	5	5	5	5	5	4	4	4	5	5	4	4	5	4	3	1	2	2	4	4	4	3	5	5	4	5	3	5	3	3	4	2	5	2	4	5	2	1	4	5	2	3	1	1	5	1	1	1	1	1	5	5	5	5	5	4	4	4	5	4	5	5	5	2	4	3	2	3	1	2	4	5	3	4	1	3	2	4	2	2	5	5	2	5	5	5	4	4	1	1	4	4	1	4	4	4	4	4	2	1	4	3	4	3	5	2	3	1	3	2	4	5	5	5	5	5	5	3	2	5	3	5	5	5	5	5	4	2	4	4	4	2	4	4	5	1	2	1	2	2	4	4	4	4	4	5	3	4	2	2	26	1	95	US	1	423
2	3	4	4	5	5	4	2	4	3	3	1	4	4	3	3	4	4	2	3	3	4	4	5	5	4	5	4	4	5	4	5	4	3	1	4	3	4	4	3	4	3	2	4	3	5	1	5	2	5	2	5	3	3	4	3	4	5	3	2	3	3	2	5	4	4	3	3	3	4	3	3	1	4	4	1	1	4	4	2	2	5	4	2	3	2	3	4	1	2	2	2	2	2	4	4	3	4	3	4	2	4	4	1	1	4	4	4	2	2	3	2	2	3	3	4	2	1	5	1	2	2	1	4	3	3	3	5	3	4	3	3	2	3	2	4	4	5	5	5	5	3	4	4	3	4	4	5	4	2	5	5	2	2	2	3	3	2	3	4	2	1	2	49	1	99	CN	1	646
4	4	2	2	4	4	4	4	4	4	2	2	4	4	4	2	4	4	2	4	4	4	4	2	4	2	4	4	4	4	4	4	4	4	2	4	4	4	2	4	4	4	4	4	4	4	4	4	2	4	4	4	4	4	4	4	4	4	4	4	4	4	2	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	4	4	4	4	4	2	2	2	2	2	2	4	2	2	2	2	2	2	2	2	2	2	2	4	4	2	2	2	4	2	2	4	2	2	2	4	2	2	2	2	2	2	2	2	2	4	4	4	4	4	2	2	4	2	4	2	4	2	2	2	2	2	2	2	4	4	4	4	4	4	2	2	4	4	4	2	2	2	2	2	2	2	2	2	2	26	1	100	PK	6	803
4	4	3	4	4	3	4	4	4	3	4	5	5	5	4	3	4	4	3	2	3	5	5	3	4	4	3	2	3	3	3	2	3	3	4	4	2	4	3	2	4	2	3	1	2	4	2	4	2	4	2	3	1	4	4	1	4	3	4	4	3	4	2	4	2	2	3	4	3	2	2	2	2	4	4	4	2	1	3	2	3	3	4	2	4	2	2	2	2	2	2	2	2	5	5	3	5	4	3	3	2	4	5	2	3	4	4	3	2	3	2	3	2	4	4	3	4	4	4	4	4	3	3	4	4	4	4	4	5	5	5	4	4	2	4	4	4	4	4	4	2	2	4	4	3	5	4	4	3	4	4	5	3	4	2	3	2	3	4	3	3	2	2	22	1	65	FI	1	540
5	5	5	5	5	5	4	5	5	5	5	4	5	5	5	4	5	1	5	4	4	5	4	2	4	2	2	2	5	2	2	3	5	3	2	5	2	3	4	5	5	5	4	3	1	4	2	5	2	4	2	5	5	1	4	1	1	1	4	2	1	1	1	5	5	5	5	5	5	5	5	5	4	5	5	5	1	5	5	5	5	5	5	1	5	1	4	4	2	5	4	2	4	4	5	4	5	4	1	2	5	5	5	1	1	1	1	5	1	1	5	1	1	4	1	2	4	5	5	3	5	4	2	5	4	5	5	4	5	5	5	5	5	1	5	5	2	5	1	4	1	1	4	1	1	1	1	2	1	5	4	3	4	1	1	2	1	2	3	1	4	4	2	19	1	98	GB	1	992
3	2	2	2	2	3	2	2	2	3	2	4	4	5	4	3	3	4	4	4	2	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	4	2	4	3	3	3	3	2	1	3	2	4	2	3	2	4	4	3	3	2	3	3	2	3	2	3	3	3	2	1	4	2	2	3	2	2	2	4	2	3	2	2	3	3	2	4	2	3	3	4	4	4	3	3	4	3	3	4	4	4	3	4	4	4	3	3	3	4	3	4	3	4	4	4	4	4	4	3	2	2	3	4	3	2	2	2	2	3	2	3	3	4	3	2	3	3	3	4	4	4	4	4	4	4	4	3	4	3	2	3	3	4	2	2	2	2	1	3	3	3	4	3	3	3	3	3	3	18	1	57	US	1	677
5	4	5	5	5	5	5	3	5	5	5	3	5	5	4	4	4	5	4	4	4	3	2	3	4	4	4	3	4	4	4	5	4	4	3	3	4	4	3	3	4	3	3	2	3	4	3	4	2	4	4	4	5	4	4	1	5	4	5	4	1	4	3	4	4	1	4	4	2	3	4	3	3	3	5	2	2	3	4	5	4	3	5	2	3	2	3	2	2	3	2	2	2	4	5	4	5	2	2	2	3	5	5	2	2	2	3	2	2	2	3	3	2	3	2	3	4	5	5	4	4	2	2	5	4	5	5	5	5	4	5	5	5	2	4	5	2	5	3	4	3	2	4	4	2	4	4	4	2	3	3	2	3	2	3	3	4	3	2	3	3	1	2	29	2	100	US	2	845
5	2	5	5	4	4	5	5	5	5	4	4	5	4	4	3	4	3	5	2	5	5	5	2	5	4	1	2	2	2	1	4	2	5	5	5	5	5	5	5	5	5	1	4	5	5	4	4	5	5	5	5	4	2	4	3	4	1	4	2	1	2	3	5	4	1	4	4	4	2	5	2	3	5	5	5	1	4	5	5	2	2	5	5	4	5	2	4	1	3	2	2	3	4	5	5	5	5	4	4	4	5	5	4	5	2	4	4	2	2	2	2	2	4	4	5	4	4	4	4	4	4	1	2	4	5	5	5	5	5	5	5	5	4	5	5	4	2	5	5	2	2	2	1	4	5	2	5	3	5	5	5	4	4	4	5	2	1	4	1	2	2	4	26	2	70	GR	1	1030
2	3	3	3	3	3	4	4	4	4	3	2	4	4	4	3	5	5	1	2	2	5	4	2	3	2	4	3	4	4	3	3	2	1	1	3	2	2	3	1	3	1	2	1	1	3	2	2	2	3	1	4	4	3	4	3	4	2	4	4	3	4	5	3	1	2	2	2	1	2	1	1	1	4	4	4	4	5	5	3	4	5	3	2	3	4	3	4	2	2	2	2	3	4	4	4	5	3	2	2	3	4	4	2	3	5	5	4	5	4	5	4	4	4	5	4	5	5	4	2	4	4	4	4	2	5	2	2	4	4	3	4	2	3	4	4	4	4	4	4	3	4	3	4	4	4	4	4	3	4	1	3	2	2	1	2	2	3	3	3	2	2	2	21	2	80	GB	1	714
1	2	2	4	2	2	3	2	3	3	3	3	4	5	3	4	4	4	1	4	2	4	4	2	3	3	3	2	2	4	2	5	4	4	1	5	5	4	3	2	4	2	5	1	1	4	1	2	3	3	1	3	3	3	3	5	3	1	3	3	3	3	2	2	2	1	2	2	2	2	4	1	2	4	4	4	2	1	3	5	4	5	3	3	4	4	4	4	3	3	4	2	4	4	5	4	4	3	4	3	4	4	4	4	4	1	4	4	5	4	5	3	4	3	2	1	4	4	2	4	4	3	3	5	4	4	3	4	4	2	5	4	4	4	5	4	5	5	5	5	3	5	4	4	2	4	3	3	4	3	2	2	3	5	4	5	3	3	3	4	4	2	3	18	2	80	PH	1	993
3	4	4	4	4	4	4	4	4	3	2	3	2	2	4	2	2	4	2	2	4	4	1	3	4	3	3	3	3	3	3	3	3	2	2	3	2	2	2	2	2	2	2	3	4	2	4	3	3	2	4	2	2	4	5	4	5	5	4	5	2	4	4	4	4	4	4	4	4	4	3	4	2	3	2	2	3	5	4	2	1	3	4	2	2	2	2	2	2	2	2	2	2	2	4	2	4	2	2	2	2	4	4	2	2	2	4	3	2	2	4	2	2	4	3	3	4	3	4	4	4	3	4	2	2	3	3	3	2	2	2	2	2	2	2	3	3	4	3	2	2	2	4	2	1	3	2	2	2	3	2	2	2	2	3	2	3	2	4	4	3	1	2	41	2	99	US	6	782
4	5	5	2	4	3	3	4	4	2	5	5	5	5	5	4	5	4	4	1	4	3	4	1	2	1	1	1	3	2	2	1	2	5	4	5	5	5	4	3	5	3	2	3	2	4	2	5	4	4	3	4	2	2	2	2	4	1	3	3	1	3	3	3	2	3	2	2	3	3	4	2	4	2	4	2	2	4	4	5	3	4	4	5	4	3	4	4	3	4	4	3	3	5	2	2	1	2	4	4	4	2	3	4	5	4	2	3	2	1	3	1	1	5	4	2	4	5	3	2	4	3	4	5	4	4	4	4	4	5	4	4	5	2	4	3	2	1	2	4	2	4	2	2	1	3	5	5	4	2	1	1	1	4	4	4	4	3	2	2	4	4	3	26	1	75	PL	1	1497
3	1	3	5	1	3	1	3	2	3	3	4	5	5	5	2	1	5	5	2	5	4	5	1	5	3	1	1	1	1	3	1	1	2	4	3	1	5	4	5	5	4	5	1	1	1	1	1	3	1	2	2	1	3	3	3	3	1	2	3	5	3	3	2	1	1	1	3	2	1	2	1	2	5	4	5	5	4	5	5	5	5	5	2	5	5	4	4	5	1	3	5	4	4	5	4	5	4	3	4	2	5	5	5	4	4	5	4	5	4	5	3	3	5	5	5	5	4	3	4	3	5	3	5	4	4	3	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	1	3	5	5	2	3	2	5	4	5	2	4	4	4	3	4	3	2	2	19	2	100	CN	1	876
4	4	2	3	4	4	3	3	3	4	4	4	4	4	4	4	2	3	4	4	4	4	4	4	4	4	4	3	4	4	4	4	4	3	2	3	4	4	4	4	4	3	4	2	4	4	3	3	2	4	4	4	4	2	3	2	2	3	3	2	2	3	2	4	4	3	3	3	4	4	4	3	3	4	4	4	2	3	4	4	3	3	2	2	4	4	4	4	2	3	4	3	4	2	3	4	3	3	3	4	4	4	3	3	2	2	3	3	2	2	4	3	2	2	2	2	2	2	2	3	2	2	2	4	3	4	3	3	4	3	4	4	4	3	4	3	2	4	3	4	3	3	4	3	2	3	3	4	2	2	2	2	2	3	2	2	3	2	3	3	3	2	4	36	2	90	US	1	530
4	4	4	4	4	4	4	3	4	5	4	4	5	5	5	4	5	5	4	4	4	5	5	2	4	4	3	4	4	2	4	5	4	4	3	4	3	4	2	4	4	4	4	1	2	3	1	4	2	4	2	5	1	2	3	1	2	4	3	3	3	3	3	4	2	3	3	4	4	3	4	4	4	5	4	5	3	4	5	4	4	2	4	2	2	3	2	2	1	2	2	2	2	4	5	4	4	4	4	2	3	4	4	3	4	3	4	3	4	4	4	4	2	3	2	4	4	4	2	2	4	4	2	4	4	5	4	4	5	5	5	5	4	3	4	4	4	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	3	2	1	2	2	2	2	1	1	2	2	42	2	95	ZA	1	518
5	5	5	4	3	5	5	4	5	5	3	3	2	4	2	4	3	5	2	3	4	4	5	4	3	2	4	3	1	2	5	5	4	1	1	4	4	3	3	1	3	2	4	2	5	4	5	4	5	5	5	5	5	2	3	5	2	1	3	2	2	2	4	4	1	2	3	4	4	4	1	2	2	5	5	3	1	2	5	5	5	5	2	3	4	3	4	5	4	4	2	2	2	4	5	5	5	4	2	5	5	5	5	4	4	4	2	5	3	2	3	1	2	4	2	3	4	4	4	3	1	3	1	4	4	4	1	5	5	4	4	4	5	1	2	5	4	1	5	5	1	3	1	3	2	3	2	3	5	3	1	2	4	4	4	1	2	3	4	1	5	2	2	20	2	60	MY	1	1673
4	5	4	5	4	5	4	1	5	5	4	4	4	4	4	4	1	4	5	3	5	2	1	3	4	3	4	1	2	2	5	2	3	4	4	5	4	4	4	5	5	5	5	4	5	5	5	5	4	5	5	5	5	3	3	5	3	4	3	2	5	3	2	4	5	5	5	5	5	5	5	5	5	3	5	3	1	4	4	5	4	3	2	4	4	3	3	3	1	3	3	2	3	5	1	5	3	4	4	4	3	3	3	1	1	1	1	1	1	2	5	1	1	4	1	5	4	4	3	3	2	3	4	3	5	4	4	4	5	3	5	5	5	1	1	3	1	1	1	1	2	3	2	3	1	3	4	4	4	3	1	1	1	4	4	5	4	3	1	5	3	3	2	20	0	90	MY	6	901
4	4	4	5	5	4	5	4	4	4	4	4	5	5	5	4	5	4	4	4	5	5	5	4	4	3	3	4	3	4	5	5	4	5	5	4	5	5	4	5	4	4	4	4	4	2	4	4	2	3	4	4	5	4	4	3	4	4	4	4	2	4	2	5	3	4	5	5	4	4	5	3	4	4	4	3	1	3	4	5	2	4	5	4	3	4	2	3	1	2	2	2	2	2	2	3	2	2	2	2	2	2	2	3	4	1	4	3	4	2	4	2	2	3	2	3	4	4	3	2	4	4	2	3	2	3	4	2	4	4	4	2	4	2	4	4	2	2	2	4	3	3	2	5	4	5	5	5	5	5	5	5	2	3	1	4	4	4	4	3	4	2	1	22	2	100	US	1	569
4	4	4	4	2	3	4	4	4	3	4	3	4	3	4	4	4	3	2	2	4	3	4	2	3	2	3	2	2	2	3	4	2	3	4	2	3	2	2	3	2	2	2	1	1	2	3	3	1	2	4	3	2	2	4	4	5	2	4	2	4	4	4	2	2	4	3	4	2	2	2	2	2	1	3	1	2	1	4	1	2	3	4	3	4	4	4	3	3	2	2	2	3	4	3	2	5	3	3	2	4	4	4	3	4	4	3	2	1	3	2	5	3	5	4	4	5	3	2	5	4	4	5	4	4	3	4	4	2	3	2	3	3	1	2	3	4	2	4	4	2	5	3	4	2	4	2	3	2	3	2	2	2	4	2	5	2	4	3	3	4	2	2	21	1	84	DK	1	1744
4	5	4	2	4	4	4	4	4	2	4	4	5	5	4	4	4	4	4	4	4	4	4	3	5	4	2	4	4	4	5	2	5	5	4	2	1	5	1	5	5	3	2	2	4	4	4	4	4	2	4	4	4	4	4	2	5	5	4	5	5	4	2	3	2	4	4	4	4	2	4	1	2	4	4	4	4	2	4	4	4	2	4	2	4	4	2	4	2	4	2	2	4	4	2	4	2	4	4	4	2	4	4	5	4	4	4	4	4	4	4	5	2	1	1	2	4	5	2	2	4	2	2	4	5	5	4	4	2	4	4	2	2	2	3	4	2	2	3	4	2	2	4	2	5	4	5	4	4	4	5	4	4	2	2	1	2	2	1	2	2	2	1	26	2	95	IN	1	1161
5	5	4	4	4	3	4	4	4	1	4	5	5	4	4	4	4	4	2	1	2	3	4	2	4	4	4	2	3	1	1	2	2	4	2	4	5	3	4	2	4	2	2	2	4	4	2	4	2	2	2	3	4	4	4	1	4	5	2	1	2	4	2	4	4	2	2	3	2	3	2	2	2	4	5	4	1	4	4	2	4	4	2	2	4	4	4	5	3	2	2	1	2	5	5	4	5	4	4	4	3	5	5	2	4	4	5	4	1	2	4	2	2	5	4	5	5	4	5	4	4	4	3	5	4	4	5	5	5	4	5	5	4	4	4	5	4	5	5	5	2	1	4	4	2	4	4	3	2	1	2	1	2	4	3	3	5	3	4	4	4	2	1	19	2	87	US	6	977
4	4	4	4	2	4	3	4	4	4	4	4	4	4	1	3	2	5	3	5	4	2	4	1	2	1	2	1	3	1	2	1	2	4	4	2	4	4	4	2	4	2	2	3	2	4	1	2	2	5	2	5	2	4	2	5	5	4	4	2	3	4	4	4	2	5	2	3	1	2	4	1	2	4	5	4	1	2	4	3	4	4	4	2	4	4	2	5	1	2	1	3	2	2	4	4	4	2	2	5	4	5	4	1	1	1	1	2	1	1	1	1	1	5	5	4	5	5	4	2	4	5	2	4	3	4	2	2	4	4	3	4	2	5	4	3	3	5	2	5	2	2	1	4	2	5	4	4	5	5	3	2	3	5	5	2	1	4	2	3	5	2	2	33	1	90	IN	1	798
4	5	5	4	5	4	4	4	5	5	2	3	4	4	4	2	4	4	4	4	3	5	4	1	1	4	5	5	4	5	5	1	5	3	3	3	2	2	2	2	4	2	4	2	2	5	5	4	4	1	4	5	5	4	2	4	4	5	2	3	4	3	2	4	3	4	4	4	4	4	2	2	2	4	4	3	5	4	5	4	5	5	2	1	4	3	2	3	3	3	2	3	3	3	5	4	5	4	4	4	5	2	2	2	2	3	2	2	2	3	4	2	3	2	2	2	1	4	2	1	3	3	2	5	5	4	3	3	4	4	3	5	4	1	4	3	2	2	3	3	1	1	2	4	4	2	4	4	4	4	3	3	2	1	1	2	3	2	3	1	1	1	2	21	2	97	IN	1	795
5	5	5	4	4	5	4	4	5	3	5	5	4	5	5	5	4	4	4	3	5	5	5	2	4	4	2	2	2	4	4	2	4	4	4	4	2	4	3	4	5	3	3	5	4	5	4	5	4	5	4	5	5	1	3	1	3	1	2	3	2	2	2	4	3	5	4	4	4	3	5	4	4	5	5	5	3	5	5	5	4	5	4	3	3	3	2	3	1	2	2	2	2	2	4	4	4	4	2	3	4	5	5	1	2	1	2	1	1	2	2	2	1	4	2	3	4	4	4	3	4	4	4	5	5	4	5	5	4	5	4	4	5	2	2	4	3	4	4	3	2	2	2	4	2	4	3	4	3	3	2	4	2	3	2	2	4	3	3	2	3	2	1	34	2	75	GB	1	400
5	5	5	5	4	4	5	3	5	5	1	1	5	3	5	3	1	3	3	2	1	5	1	4	1	1	2	3	1	1	2	2	1	5	5	1	1	4	1	2	3	1	1	1	1	1	1	1	1	5	1	1	5	3	5	1	1	1	3	5	3	3	5	1	1	1	1	1	1	1	1	3	1	5	5	5	5	5	5	5	5	5	3	1	3	5	5	5	1	5	1	3	3	3	2	1	5	1	3	5	2	1	1	5	5	3	5	5	5	5	1	5	2	5	5	5	5	5	5	5	5	5	5	5	1	5	3	1	5	5	5	4	5	5	5	5	5	5	1	4	5	3	3	5	1	3	5	3	3	1	4	1	5	1	5	4	1	1	3	1	3	1	4	20	2	80	GB	2	591
5	4	5	4	5	4	4	3	5	4	3	5	5	4	5	4	3	4	5	4	5	5	5	4	5	4	4	3	5	5	5	5	4	4	4	4	4	4	4	5	4	4	5	4	5	4	4	5	4	5	5	5	5	4	3	3	3	4	2	2	1	2	2	5	4	5	5	5	4	5	5	5	4	4	3	5	1	1	1	2	1	2	4	4	4	1	3	5	2	4	3	3	4	4	2	4	3	4	3	4	3	3	3	2	1	1	3	2	2	2	4	2	1	2	2	2	3	3	1	3	3	2	1	2	3	5	4	5	3	3	4	2	5	1	3	4	2	2	3	4	1	1	4	3	3	4	4	4	3	4	1	2	2	2	2	5	3	1	4	4	2	2	2	24	1	95	CH	1	1089
3	2	4	5	2	4	4	4	4	4	4	4	4	5	4	4	2	4	4	2	4	1	5	2	3	3	2	2	2	2	2	2	2	3	3	4	4	3	3	3	4	3	3	1	3	3	4	2	2	2	2	2	3	4	4	5	2	4	2	3	2	2	4	3	1	3	2	2	2	2	2	1	1	3	4	3	5	4	5	4	4	4	2	4	4	4	5	5	3	4	4	3	4	4	4	4	4	3	3	4	2	4	4	4	4	4	4	4	3	2	3	3	3	4	4	5	4	4	4	4	4	4	4	3	4	4	3	4	3	2	2	4	2	2	4	4	3	1	3	3	2	2	2	4	3	4	4	4	4	4	2	2	2	4	4	4	4	4	5	4	3	4	4	30	2	75	AE	1	670
4	3	5	5	3	5	4	5	5	3	5	5	5	5	5	5	5	5	1	5	1	5	5	2	3	5	3	2	3	1	2	3	5	4	4	5	3	4	5	3	5	3	3	1	1	5	1	3	3	5	1	1	3	3	4	1	5	1	5	3	4	5	1	3	5	3	3	3	3	3	3	3	3	5	5	5	3	5	3	1	5	4	5	1	3	1	1	5	1	1	1	1	1	3	5	5	5	4	5	2	3	4	4	1	1	3	1	1	1	1	1	1	1	3	5	5	5	5	3	5	5	5	1	5	5	5	4	3	5	1	5	1	5	5	5	5	5	5	5	5	2	5	3	5	1	5	5	5	5	5	5	3	5	5	3	5	5	1	5	5	5	1	1	21	2	90	US	1	613
4	4	5	4	4	4	4	2	3	5	5	5	5	5	5	4	5	5	5	5	5	5	5	3	5	5	4	1	2	4	5	5	5	4	4	4	5	4	5	4	1	4	5	1	1	4	1	5	1	4	1	5	5	5	5	5	5	5	5	4	3	5	2	4	4	3	2	4	1	2	5	1	4	5	5	5	4	2	5	4	5	5	4	4	5	4	5	4	4	3	5	4	5	4	5	5	5	4	4	4	3	5	5	4	5	2	4	3	4	4	5	4	2	2	1	2	5	2	4	5	5	4	1	5	4	5	5	2	5	5	4	3	4	3	4	5	5	5	3	5	2	3	5	5	2	5	5	5	5	5	4	4	2	4	2	4	4	1	5	4	5	2	3	18	2	100	US	1	679
3	3	2	2	4	3	2	2	2	3	4	2	4	3	2	2	2	2	2	2	4	1	4	3	4	2	2	1	2	4	4	2	2	1	2	4	1	2	2	2	3	2	4	4	2	4	2	4	3	4	2	2	2	3	3	2	2	1	4	2	2	2	2	3	2	2	4	3	4	2	2	3	2	1	2	1	2	4	4	1	1	3	2	4	4	4	4	4	2	2	3	3	4	2	3	2	3	2	2	3	4	4	3	2	2	4	4	4	2	2	4	4	2	4	4	4	5	3	5	4	2	4	3	3	2	4	2	2	1	4	1	3	2	4	4	4	4	4	4	4	2	2	4	3	1	3	1	2	4	3	4	4	1	5	1	2	4	4	3	4	5	2	4	42	1	90	US	1	1622
4	4	3	4	4	4	4	3	4	3	4	3	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	2	3	4	4	4	3	4	3	3	4	4	4	3	4	3	4	3	4	4	3	4	3	4	3	4	4	3	4	4	3	4	4	4	4	3	3	4	3	3	3	2	3	3	3	3	3	4	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	2	3	2	3	3	3	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	4	4	4	4	4	4	2	3	2	3	3	3	3	2	2	3	3	3	4	3	4	4	4	4	2	3	2	2	2	3	2	2	2	2	2	2	45	2	90	ZA	6	565
5	4	5	4	4	5	4	1	4	3	5	4	5	5	5	5	5	5	4	3	5	5	4	4	5	2	4	2	3	4	5	5	5	4	5	5	5	4	5	4	5	5	5	4	5	4	4	4	3	5	3	5	5	4	4	3	2	5	1	2	1	1	2	5	5	5	5	4	5	3	4	3	4	5	5	4	1	4	4	4	4	4	4	3	4	4	2	1	1	2	2	1	1	2	4	4	2	4	3	5	2	2	3	5	1	2	2	4	2	2	2	2	3	4	2	3	3	2	4	4	1	4	1	5	4	5	5	3	5	1	1	4	1	3	4	4	3	4	4	4	3	1	4	5	4	5	5	5	4	5	2	2	2	3	3	4	5	3	1	4	3	2	1	25	2	80	AP	6	546
4	4	4	4	3	3	4	4	4	4	4	4	4	5	5	3	4	5	4	4	5	4	5	3	4	4	3	5	5	4	4	4	4	4	5	4	2	4	4	4	4	4	3	3	4	5	4	4	4	5	4	5	4	5	4	1	4	4	4	4	2	4	3	3	4	5	2	5	4	3	5	4	4	5	3	4	4	4	4	2	2	5	5	3	4	4	4	5	2	4	4	3	3	4	3	4	5	4	1	5	2	4	4	1	2	1	2	1	1	1	2	2	1	4	2	4	4	3	4	3	3	2	2	4	5	4	4	3	4	5	4	4	5	1	4	4	2	4	3	4	2	3	3	4	3	5	4	4	5	4	2	2	4	2	1	3	3	2	3	4	2	2	3	21	2	100	US	1	584
1	1	1	2	2	1	2	1	2	2	4	5	5	5	4	5	5	5	2	3	3	5	5	2	4	4	1	2	3	3	3	4	4	3	3	5	5	5	4	2	5	4	3	1	1	1	1	1	1	2	1	2	1	5	5	5	3	5	3	5	5	3	5	1	1	1	1	1	1	1	1	1	1	5	5	5	2	1	1	5	5	5	1	4	5	5	5	5	3	5	5	5	5	5	5	5	5	4	4	4	3	5	5	5	5	5	5	5	5	5	5	5	5	5	4	2	5	5	4	3	5	5	2	4	5	5	4	3	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	2	4	5	5	4	5	4	4	2	5	5	5	5	3	5	3	5	4	4	21	2	95	US	1	441
1	1	1	1	1	1	1	1	1	2	3	5	5	5	5	5	5	5	5	5	1	5	5	1	1	4	1	3	4	1	1	1	1	1	1	5	5	5	5	5	5	5	4	1	1	1	1	1	1	1	1	1	2	4	4	1	1	1	1	4	1	1	2	1	1	1	1	1	1	5	1	1	1	5	1	5	3	1	4	1	2	3	1	5	5	5	5	5	5	5	4	5	5	4	4	3	4	5	4	1	1	5	5	5	5	5	5	5	5	5	1	5	5	5	5	5	5	5	2	5	5	5	3	1	2	4	5	1	5	5	5	3	5	5	5	5	5	5	5	5	5	5	1	5	5	5	5	5	5	5	5	5	5	5	2	5	5	5	5	3	5	5	5	19	1	95	US	1	414
5	5	4	3	4	5	3	2	4	4	5	4	5	5	5	4	4	3	5	5	5	5	4	4	5	4	3	3	3	4	5	4	4	4	5	4	5	4	5	5	4	4	5	5	5	4	5	4	5	4	4	4	3	4	4	5	1	5	2	5	2	2	2	5	3	5	4	4	5	5	4	4	1	5	4	5	2	1	5	2	5	4	2	4	4	4	4	4	2	4	4	1	1	4	5	4	4	5	3	4	2	4	2	5	4	4	4	5	5	4	5	4	4	4	1	1	4	2	4	2	2	2	1	5	4	5	4	4	5	5	4	5	5	4	5	5	5	5	5	5	4	4	5	5	5	5	5	4	2	2	3	3	2	2	4	4	4	2	4	2	2	4	1	28	1	90	IN	1	582
