A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	B13	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	I1	I2	I3	I4	I5	I6	I7	I8	I9	I10	J1	J2	J3	J4	J5	J6	J7	J8	J9	J10	K1	K2	K3	K4	K5	K6	K7	K8	K9	K10	L1	L2	L3	L4	L5	L6	L7	L8	L9	L10	M1	M2	M3	M4	M5	M6	M7	M8	M9	M10	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	O1	O2	O3	O4	O5	O6	O7	O8	O9	O10	P1	P2	P3	P4	P5	P6	P7	P8	P9	P10	age	gender	accuracy	country	source	elapsed
4	4	2	4	4	4	4	2	5	5	4	4	4	5	5	2	4	2	2	5	3	5	5	1	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	5	3	4	2	4	4	1	4	5	5	5	5	5	2	5	5	5	5	2	5	5	5	4	4	5	5	5	1	4	5	5	5	4	5	1	1	1	4	4	4	2	1	2	2	2	4	1	2	2	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	2	2	1	4	4	2	2	1	1	2	1	2	1	1	1	1	4	4	4	4	3	4	4	4	5	5	2	2	4	2	4	4	4	1	2	4	2	5	4	5	5	4	2	5	5	5	1	1	1	2	1	1	1	1	2	4	26	1	95	AU	1	583
5	5	5	5	5	5	5	5	5	5	5	4	4	5	5	3	4	4	4	5	4	5	5	5	5	4	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	3	4	3	5	2	5	3	5	1	4	4	1	4	1	3	5	5	4	4	5	5	4	5	4	5	5	5	4	5	5	4	4	3	4	4	5	5	5	5	1	2	1	1	2	1	2	1	2	2	3	4	4	3	3	3	3	2	2	2	1	5	1	2	3	1	1	2	1	2	1	1	1	1	3	1	1	1	1	1	5	5	5	4	4	5	5	5	5	5	2	3	4	4	4	5	5	2	1	3	3	4	5	3	5	4	5	5	5	4	1	1	3	2	1	1	3	1	1	2	48	1	100	DK	1	500
5	5	4	3	5	5	3	2	2	4	3	4	5	5	4	2	4	4	2	4	3	5	4	1	4	2	4	4	4	4	5	5	4	4	4	4	4	5	5	5	3	5	3	5	3	5	2	5	2	1	4	4	4	4	4	5	5	4	4	5	4	4	4	5	3	2	4	4	5	5	4	5	5	3	3	3	2	4	5	4	4	3	4	3	2	4	1	3	3	2	2	2	2	1	2	3	3	4	3	2	2	3	3	3	1	1	2	3	2	3	4	4	5	3	2	2	2	2	2	3	3	1	1	3	5	4	3	4	3	4	3	3	3	2	3	3	2	3	4	2	1	2	4	5	5	3	5	5	4	3	4	1	4	2	2	3	3	2	5	3	4	2	2	26	2	95	CA	6	785
4	5	4	3	4	5	4	4	4	3	3	3	5	5	4	4	4	4	4	4	3	4	5	3	3	3	5	5	4	3	4	3	5	4	3	3	3	4	4	5	5	3	3	3	4	4	4	3	5	3	4	5	4	4	3	3	4	5	3	2	3	4	2	5	4	4	4	4	5	5	4	3	3	3	4	4	2	1	3	5	4	3	4	2	4	3	1	3	1	2	2	1	3	4	3	4	5	4	3	4	5	2	3	4	2	1	3	2	2	3	3	4	4	2	2	3	1	4	4	3	2	1	1	4	5	5	3	5	3	4	3	4	4	1	4	2	2	1	3	2	1	1	4	2	5	2	2	4	2	3	2	3	3	2	3	4	3	1	4	2	2	3	2	22	1	92	IN	6	935
4	5	5	4	5	5	4	2	3	3	4	5	4	5	4	4	4	4	3	2	4	5	5	2	5	3	4	3	2	4	4	4	3	5	4	4	5	5	5	3	4	3	3	5	5	5	2	4	5	2	4	3	3	3	3	2	3	1	2	2	3	2	2	5	4	4	4	5	3	4	4	4	4	5	5	4	4	3	5	5	5	4	3	3	4	4	3	4	3	2	3	2	3	5	5	5	5	3	4	5	2	2	2	2	3	3	3	3	2	1	1	1	1	3	3	3	4	2	4	3	2	3	1	5	5	5	5	5	5	4	5	5	4	2	4	4	3	5	5	5	1	2	2	4	3	4	4	3	3	2	4	3	2	3	4	4	3	3	2	3	2	1	1	22	2	100	RO	1	402
5	3	3	3	5	5	4	1	2	3	4	4	5	5	5	1	5	3	5	4	5	5	5	1	5	3	2	1	1	5	5	5	5	5	5	5	2	5	5	5	5	5	5	5	3	5	2	5	1	1	3	5	5	3	3	2	3	5	3	1	2	3	2	3	1	3	3	1	5	4	4	1	5	1	3	1	1	5	4	1	5	3	1	3	5	3	5	1	5	5	5	2	3	3	5	5	4	3	3	5	3	2	1	5	5	1	5	5	5	5	4	5	3	2	1	1	1	1	1	3	1	4	1	3	4	4	5	3	3	5	1	3	4	3	5	4	3	3	3	5	5	2	1	3	1	1	1	5	3	3	4	5	2	5	5	1	2	1	3	1	5	1	4	16	2	100	US	6	1097
4	4	4	2	4	4	4	5	4	5	4	2	4	4	3	4	3	4	2	3	4	4	5	2	4	4	3	2	2	2	2	4	4	4	4	4	4	4	3	4	5	5	5	3	4	4	4	4	3	4	4	4	5	3	3	2	3	4	3	3	1	3	3	4	5	3	4	4	4	4	4	4	3	4	5	4	1	2	4	5	4	5	1	3	4	3	3	2	2	3	3	3	2	4	5	4	4	4	3	4	4	4	4	4	3	2	5	4	4	5	3	5	3	5	2	2	5	5	4	2	2	3	1	5	4	5	4	3	4	4	4	4	3	3	3	4	2	4	3	4	2	3	4	2	2	3	4	3	3	3	2	2	3	4	4	3	3	3	4	1	4	2	2	21	2	98	US	6	708
5	4	5	4	5	5	5	2	4	4	4	3	5	5	4	1	5	5	2	3	3	2	2	2	4	4	4	5	3	3	3	3	3	3	2	2	2	3	2	3	4	2	2	2	2	5	3	4	2	5	3	4	4	3	5	1	5	4	5	4	3	5	4	4	3	3	4	3	3	3	4	2	2	4	5	4	4	5	5	2	1	4	5	1	3	3	2	3	1	2	2	2	2	3	4	5	4	3	2	2	3	5	4	2	2	2	2	4	2	2	2	2	3	5	3	5	5	4	5	3	5	4	2	2	2	4	3	1	2	3	1	2	4	3	3	4	4	4	5	4	2	2	3	3	5	4	3	4	2	1	2	2	4	2	1	3	3	2	4	3	2	1	1	18	2	90	US	6	674
5	5	5	5	4	3	4	5	3	5	5	5	5	5	5	5	5	4	2	1	5	5	5	2	5	5	5	1	1	3	4	5	5	5	5	5	5	5	5	4	5	4	3	3	5	5	1	5	5	3	1	1	5	5	5	1	5	2	5	1	1	5	1	3	5	3	5	5	4	4	3	4	4	5	5	5	1	3	2	1	5	5	1	4	5	5	1	5	5	1	1	1	1	5	5	5	5	5	5	5	1	5	5	1	1	1	5	1	1	1	1	1	1	1	3	4	1	5	1	1	4	1	1	5	5	5	3	5	1	1	5	5	5	4	4	5	3	5	5	5	3	3	3	5	1	5	5	5	5	1	5	2	1	5	5	5	5	1	1	1	5	3	1	26	2	100	GB	1	468
4	2	2	2	4	4	2	2	2	4	4	4	4	4	4	2	4	4	4	4	4	2	4	2	4	2	4	2	2	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4	2	4	2	4	2	4	4	4	4	4	4	4	2	4	4	2	2	2	2	2	4	4	4	2	2	2	2	2	2	4	4	4	4	4	2	4	4	2	4	4	4	4	4	4	4	2	2	2	2	2	2	2	2	4	4	4	4	4	2	4	4	2	4	4	2	2	2	4	2	4	2	2	4	4	2	2	2	2	4	2	4	2	2	2	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	4	4	4	4	4	22	2	90	US	6	515
3	2	3	4	3	2	4	3	4	2	2	4	3	3	3	3	3	4	1	3	2	4	4	3	4	3	2	2	3	4	3	2	3	2	3	2	2	3	3	3	4	3	2	2	3	4	3	4	3	4	2	4	3	4	4	2	4	2	3	3	2	3	4	3	2	3	3	4	4	3	4	2	2	4	4	3	4	1	3	4	3	4	5	4	4	4	4	5	2	2	4	3	3	4	4	2	4	1	3	3	3	5	4	4	4	3	3	4	4	4	4	4	3	2	4	3	4	4	4	2	4	4	4	4	2	4	2	3	2	2	4	3	2	2	3	3	3	3	2	4	2	2	2	3	1	3	1	2	3	3	1	1	1	4	3	4	4	3	3	4	4	3	4	16	2	100	AU	2	598
5	5	4	5	5	5	5	4	5	5	4	3	3	4	4	2	4	4	1	3	3	5	4	5	5	5	4	4	5	5	5	5	5	5	3	4	4	5	5	5	5	3	5	3	5	3	4	5	1	4	2	5	5	5	5	1	5	5	5	5	2	5	5	5	5	4	5	5	5	5	5	2	2	1	4	1	1	3	5	2	2	5	4	2	3	2	4	4	3	4	4	3	3	3	2	1	1	4	1	4	1	1	1	4	3	2	2	4	5	4	4	4	2	1	1	1	1	1	4	2	3	4	2	4	5	5	3	3	3	4	4	4	4	3	5	3	1	1	3	4	1	1	1	4	5	5	4	4	5	5	5	5	5	1	1	1	2	2	1	3	1	4	2	51	2	100	US	1	798
4	3	3	3	3	3	2	3	3	4	5	4	5	4	4	4	1	5	2	2	5	5	2	3	3	3	3	2	1	3	3	4	5	2	3	5	4	3	3	4	4	2	4	2	2	4	2	3	4	4	2	4	3	3	3	3	3	3	3	2	5	3	3	4	3	4	5	5	5	3	5	2	3	5	5	5	1	4	4	2	4	4	4	4	4	2	3	5	3	3	3	3	4	5	5	4	5	5	5	5	4	5	1	2	2	2	1	2	1	2	1	2	2	4	3	4	4	4	3	4	5	4	2	4	5	5	4	4	4	5	3	4	2	3	5	4	4	5	4	4	3	4	2	3	2	3	3	3	2	3	2	2	1	3	3	4	3	3	4	3	4	4	2	19	2	70	US	6	683
1	4	4	4	3	2	4	4	4	4	5	5	4	4	4	5	3	3	1	1	1	5	5	1	3	2	2	1	1	1	2	2	2	4	4	4	4	3	4	3	5	3	2	2	4	5	2	5	5	5	5	4	3	1	2	1	2	2	1	2	1	1	1	2	4	5	2	3	3	1	4	2	3	5	5	4	3	5	4	5	5	5	4	3	3	4	3	4	2	3	4	3	3	5	4	3	5	4	5	4	5	5	5	2	3	3	4	4	1	3	2	3	1	5	4	5	5	5	3	4	5	5	4	5	4	5	3	3	5	5	5	5	4	4	4	4	4	5	3	4	3	4	5	4	1	2	2	1	4	2	1	1	1	4	4	4	3	4	3	4	5	4	3	18	2	90	US	2	700
3	5	3	5	4	3	2	3	2	5	3	3	5	5	5	4	3	5	2	1	5	4	5	3	2	4	5	1	5	3	2	4	2	5	5	5	5	4	5	4	5	5	5	5	5	5	5	4	2	2	5	2	5	3	5	2	2	3	4	2	1	4	1	4	4	4	2	4	1	5	5	3	5	3	2	4	5	1	4	1	1	3	1	2	5	2	2	1	1	4	2	2	1	4	2	4	4	3	3	4	1	4	2	5	4	5	4	2	4	4	2	5	2	5	1	2	5	3	2	4	2	1	1	4	5	5	3	5	1	2	5	5	5	1	5	2	1	4	3	4	1	2	2	4	1	5	4	5	1	2	1	1	2	4	5	2	5	3	5	2	5	1	2	23	1	90	NL	2	836
3	3	3	4	4	3	3	4	4	1	5	5	4	5	5	5	4	4	4	4	1	5	5	3	5	4	3	3	3	3	5	5	4	4	5	4	5	4	4	4	4	4	4	3	4	4	2	4	4	4	3	5	3	4	4	5	5	1	2	3	2	4	2	3	2	4	2	2	1	3	4	1	3	4	5	4	3	3	4	5	2	4	4	4	4	3	4	4	4	4	5	4	5	4	4	3	5	3	4	4	3	2	2	4	4	3	3	4	4	4	5	5	3	2	2	2	4	4	2	3	4	4	2	3	4	3	4	4	3	4	5	3	2	2	5	4	3	3	4	5	2	2	3	4	2	3	3	4	2	1	1	1	3	4	4	5	4	2	4	5	4	4	3	20	2	100	GR	1	2334
5	5	4	3	4	4	3	3	5	5	4	2	4	5	5	3	4	4	4	5	4	3	4	4	5	4	5	4	5	5	5	5	4	4	5	3	4	4	4	4	5	4	5	2	3	2	2	4	2	2	2	3	2	2	3	1	5	4	3	3	4	4	4	4	2	4	4	3	4	5	4	4	3	3	3	2	2	3	5	4	4	3	4	3	3	1	2	4	1	3	3	2	4	4	2	2	2	4	2	4	3	3	3	2	3	3	2	3	3	3	4	3	3	1	1	2	2	4	2	1	4	2	2	4	4	5	4	5	3	4	3	4	4	2	4	4	4	4	3	4	2	1	3	5	3	4	4	5	3	4	3	2	2	2	3	2	3	1	4	2	2	3	2	47	2	97	GB	2	858
4	4	5	5	5	5	4	1	4	3	3	5	4	5	5	4	2	2	1	4	5	1	1	3	2	3	4	4	1	3	5	2	5	4	4	2	4	2	5	5	2	4	3	4	5	2	3	3	4	2	3	3	5	5	4	4	4	5	2	2	1	4	2	4	2	5	5	5	5	2	1	2	3	1	4	1	1	1	5	4	2	4	2	1	4	3	2	2	3	3	2	2	2	5	5	5	5	4	3	4	5	1	1	3	3	4	3	2	1	4	1	1	2	5	4	5	4	4	2	4	5	2	1	1	4	5	3	4	4	2	3	3	3	1	5	4	2	2	2	4	2	1	3	5	3	2	3	3	5	3	2	3	3	3	2	5	3	3	5	5	2	2	4	22	1	90	IN	2	962
4	4	4	4	4	4	4	2	5	4	3	3	5	3	4	3	3	2	3	2	3	2	3	3	2	4	2	2	2	2	4	3	3	3	4	4	3	4	4	4	5	5	4	2	4	4	3	4	2	3	4	2	3	5	3	2	4	3	2	1	3	3	2	3	2	3	4	3	2	3	5	2	3	3	3	2	2	3	4	5	5	3	4	2	4	4	5	5	3	5	5	3	3	3	4	4	4	5	3	4	5	3	3	3	3	3	4	4	4	4	4	3	4	3	3	4	5	4	2	4	5	3	4	4	4	4	4	5	2	1	1	4	3	3	3	5	4	2	4	5	3	2	4	3	3	4	4	4	2	5	3	3	2	4	4	4	4	2	4	4	5	2	4	23	2	100	US	6	1046
2	2	2	3	2	3	3	3	2	3	3	3	5	4	3	3	4	5	2	4	1	3	2	2	2	2	4	3	3	2	3	4	4	1	1	4	4	2	3	2	2	2	3	1	1	4	1	3	1	4	3	4	3	3	4	1	4	3	4	4	2	4	4	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	4	4	2	4	2	4	3	3	3	4	2	3	2	3	4	2	3	2	3	3	3	2	2	2	2	3	3	5	3	4	2	3	3	2	3	4	3	2	4	4	2	4	4	3	3	2	2	3	1	2	2	2	2	3	3	3	4	4	4	3	4	5	4	4	4	4	4	4	4	4	4	4	2	3	2	4	3	4	4	3	3	4	4	4	3	25	2	90	US	1	900
4	4	4	4	5	4	1	2	5	5	4	3	2	4	4	3	3	1	2	4	3	4	4	2	2	3	2	1	1	2	1	4	5	1	1	3	5	2	4	3	3	2	4	2	3	5	1	4	4	4	5	5	4	3	2	4	3	2	3	3	2	4	2	3	4	2	2	3	3	3	4	1	2	5	5	5	4	5	4	3	4	5	4	4	5	3	4	4	1	3	3	3	4	3	4	4	5	5	2	4	4	5	5	4	5	1	4	4	2	4	3	5	4	5	4	4	5	5	4	3	5	4	2	5	4	5	3	4	4	4	4	5	5	3	4	4	3	2	3	5	2	3	4	4	2	2	4	3	2	2	1	1	2	4	1	1	4	2	2	1	4	4	2	23	2	90	PL	1	778
5	5	5	4	5	5	5	4	5	4	5	5	4	5	5	4	4	4	4	4	4	5	5	2	4	4	2	2	1	3	4	4	4	4	4	4	4	4	4	4	4	4	2	3	5	5	4	5	4	5	4	5	5	2	4	1	4	4	2	3	2	3	3	4	4	5	5	4	4	4	5	1	4	5	5	5	1	4	5	5	5	5	5	1	4	1	2	4	1	2	2	2	2	4	5	5	5	3	4	5	4	5	5	4	2	1	2	4	2	2	2	1	2	3	2	4	4	2	2	4	5	3	1	5	5	5	4	3	5	5	5	5	5	4	5	4	4	5	4	5	2	2	1	4	3	4	4	4	4	4	5	3	2	1	1	1	2	1	2	4	1	1	1	25	1	95	US	5	523
5	5	5	4	4	4	5	5	4	4	5	5	5	4	4	4	4	5	5	4	5	5	5	4	4	4	4	5	3	2	3	4	4	3	2	4	5	3	5	3	5	3	4	4	3	5	2	5	2	5	2	5	5	2	2	2	3	1	4	2	2	4	2	3	4	2	3	3	2	3	4	2	2	4	4	4	1	4	4	4	4	5	3	2	2	4	2	5	1	2	2	2	2	5	4	5	4	5	4	4	4	2	2	3	2	3	3	2	2	2	2	2	2	3	2	3	4	4	4	2	4	3	2	4	5	5	4	4	5	4	4	5	5	2	4	4	2	4	2	5	4	3	2	4	2	4	4	4	4	3	4	4	4	1	1	2	2	2	1	2	2	2	2	28	1	85	CA	1	658
4	3	4	4	4	3	4	3	4	4	4	3	4	4	3	4	3	4	2	4	2	5	5	2	3	2	2	1	2	2	2	2	2	2	2	3	2	2	2	2	5	2	2	2	2	4	2	4	2	4	2	4	4	3	3	1	2	2	2	2	1	2	2	3	2	3	2	3	2	2	4	2	3	4	4	4	4	4	4	4	4	5	4	2	4	4	4	4	3	4	4	4	5	4	4	4	4	3	3	2	4	4	4	3	3	3	2	3	3	3	3	3	2	4	4	4	4	4	4	4	5	4	4	4	3	4	4	4	5	5	4	4	4	3	3	4	4	4	4	3	3	4	4	4	1	3	3	2	2	4	2	1	2	4	4	3	3	3	4	2	4	1	3	19	2	80	US	2	698
4	4	4	4	4	4	4	4	4	2	4	4	4	4	2	4	3	2	2	3	4	4	4	2	2	2	5	4	3	2	2	3	2	3	3	2	4	2	3	3	2	2	3	1	2	4	1	3	2	5	1	4	4	4	4	1	5	5	4	3	5	4	3	3	2	3	1	4	2	3	4	2	4	4	4	5	1	2	4	4	3	5	4	4	4	4	3	5	4	2	3	4	2	4	5	4	4	3	2	2	2	4	4	4	4	3	5	4	4	4	4	4	4	5	4	4	4	5	5	4	4	4	4	5	2	4	4	2	4	4	4	2	2	4	5	5	4	5	5	5	2	4	5	3	1	4	3	3	4	4	2	4	2	3	2	5	5	4	4	4	2	4	2	19	1	95	US	6	591
4	4	2	4	4	4	4	4	2	4	2	4	4	4	4	2	4	4	4	4	3	4	2	2	5	2	4	2	2	4	5	5	5	4	4	4	4	4	4	4	4	3	5	4	4	5	4	5	5	2	4	5	4	2	4	4	4	4	4	4	2	4	4	4	4	4	4	4	4	4	4	4	4	2	4	2	1	2	4	4	2	3	4	2	4	2	2	4	1	3	2	2	2	4	4	3	4	4	4	4	4	2	2	4	1	1	4	4	4	4	2	5	2	2	1	2	4	4	3	2	4	4	1	2	4	5	4	4	5	4	2	2	4	2	3	4	1	2	4	4	2	3	2	4	4	5	4	4	1	4	5	4	3	3	2	2	2	2	2	2	4	2	2	19	2	99	US	6	560
2	4	2	2	3	4	2	2	4	4	5	4	5	5	5	4	5	4	5	5	4	5	5	4	4	4	3	4	5	4	5	5	5	2	4	3	2	3	4	4	5	5	5	3	4	4	3	5	1	5	5	5	5	2	4	1	2	3	3	3	2	2	2	4	4	5	2	3	3	4	4	2	4	5	4	5	3	1	3	2	4	5	3	3	4	1	2	4	2	2	1	2	2	4	5	5	5	3	2	3	4	5	5	5	2	3	2	5	4	4	5	5	2	4	1	1	4	4	2	1	4	1	2	5	5	5	4	4	5	5	5	5	5	2	4	4	2	4	4	4	3	3	4	3	2	4	3	3	1	3	2	2	3	3	1	2	4	2	2	2	3	3	2	23	1	80	US	2	693
4	4	4	2	4	4	4	4	4	4	4	3	4	4	4	4	2	4	3	4	3	4	4	3	4	2	4	4	3	3	4	4	4	4	2	4	3	3	4	3	4	2	5	3	3	2	2	4	3	2	3	4	3	3	4	1	4	3	3	4	4	3	3	4	2	3	3	3	4	4	4	2	3	4	4	4	3	3	5	4	5	4	4	3	3	4	2	2	1	3	2	3	2	2	3	4	3	4	2	3	3	3	3	3	4	3	3	3	2	2	3	2	2	3	2	3	3	3	2	2	4	3	3	5	4	5	2	3	4	5	5	4	4	3	3	4	4	4	5	4	2	4	4	3	3	2	3	4	4	5	4	4	4	2	2	2	2	3	3	2	2	2	2	38	1	90	US	6	1111
1	3	5	4	3	1	5	4	4	2	4	3	4	5	5	3	4	3	1	3	1	2	1	1	1	3	4	1	1	1	1	1	2	2	1	3	1	3	4	3	4	1	2	1	1	2	1	4	2	4	2	1	4	5	3	1	4	4	4	4	1	4	4	4	1	2	1	1	2	2	4	1	1	4	3	1	1	5	4	3	5	4	4	2	5	3	2	5	1	2	2	2	3	3	5	5	3	2	2	2	2	4	4	4	5	5	5	4	4	4	1	2	4	4	2	4	5	5	5	2	5	5	3	4	4	3	1	3	4	5	4	5	4	4	2	5	4	4	5	5	2	3	4	2	2	5	2	2	2	2	2	2	2	5	2	3	3	5	2	2	5	2	1	16	2	100	SE	2	1792
4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	4	2	4	4	3	4	4	2	3	3	4	4	4	3	4	5	4	4	3	4	4	2	4	4	4	4	4	5	4	4	4	4	4	4	4	4	4	4	2	4	2	4	4	3	2	2	3	2	4	4	4	4	4	5	5	4	4	4	4	4	4	2	4	4	4	3	4	4	2	3	2	2	2	1	2	2	2	2	4	4	4	4	4	2	4	4	4	4	4	2	2	2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	4	4	3	4	4	4	4	3	2	2	4	4	2	4	3	4	2	2	4	3	2	2	2	3	2	2	2	2	2	2	2	2	2	2	3	4	2	2	2	21	2	90	US	6	440
4	4	2	4	4	4	4	2	3	5	4	4	4	4	4	2	4	5	3	5	3	5	4	3	3	3	4	4	5	5	2	5	3	4	4	2	4	4	2	4	4	3	2	3	3	5	2	4	2	5	1	5	2	2	3	5	4	4	2	3	2	3	2	2	2	3	3	3	3	2	4	4	3	5	4	5	2	3	4	4	2	5	1	1	4	4	4	4	3	3	4	3	3	3	4	4	2	2	3	3	4	4	4	4	4	2	4	4	5	5	4	5	4	5	4	4	3	5	4	4	5	2	3	5	4	4	4	2	4	4	4	4	4	4	4	5	4	5	4	5	2	4	4	4	3	4	4	4	4	4	3	3	4	1	1	3	4	2	4	3	2	1	2	36	1	90	US	2	478
5	5	5	5	5	5	5	1	5	4	3	5	4	5	4	3	5	2	5	1	2	1	3	1	1	4	5	1	3	1	1	1	5	3	3	3	5	3	5	3	5	3	5	3	5	5	4	5	3	1	3	1	5	4	5	5	5	3	4	1	1	4	1	3	3	5	1	5	2	3	4	1	2	1	4	1	3	2	5	5	4	5	5	4	5	5	5	1	3	4	3	1	1	1	3	4	5	3	1	5	3	1	4	5	5	3	5	4	5	5	5	5	4	5	5	5	5	5	2	5	4	5	2	4	5	5	5	5	5	4	3	3	4	1	3	3	3	1	1	4	1	3	4	5	5	5	4	4	5	5	3	5	2	5	5	5	3	4	5	4	4	1	1	19	2	100	US	6	936
3	3	1	4	4	4	2	1	4	2	3	5	4	5	5	4	2	3	5	4	5	5	5	4	1	4	3	3	3	4	2	3	4	4	4	5	5	4	4	5	5	4	5	3	2	5	1	4	4	5	1	5	5	2	1	1	1	1	2	1	1	2	1	3	3	5	3	4	4	4	5	2	4	5	5	5	1	3	2	4	1	5	4	3	4	2	3	4	4	5	4	4	5	4	4	4	4	4	4	4	4	4	4	4	3	1	4	2	3	4	5	5	4	3	3	3	2	4	1	2	4	2	1	3	5	4	3	5	2	3	5	4	4	2	5	5	3	4	3	5	4	5	5	2	1	3	3	3	2	1	1	3	2	2	3	3	4	3	1	3	3	3	4	16	1	70	AT	6	455
3	4	4	4	4	3	4	4	5	5	4	4	4	5	4	4	4	4	2	4	2	5	3	2	3	3	4	3	5	2	3	2	2	3	3	3	2	3	4	3	5	4	4	1	4	4	2	4	1	5	2	5	2	4	4	5	3	4	3	5	3	3	4	4	2	3	2	4	2	4	3	2	2	4	4	3	2	2	4	4	4	5	4	2	4	4	4	4	1	3	3	3	3	4	5	4	4	5	2	2	3	4	4	4	4	4	4	4	4	3	3	2	2	5	4	4	5	5	4	4	4	2	3	4	3	4	4	4	4	4	3	4	4	2	2	4	4	3	4	5	2	2	3	1	2	4	4	4	2	4	1	1	2	2	1	3	2	2	3	2	2	2	2	29	1	100	AU	1	947
3	4	3	3	5	3	5	3	4	3	3	3	4	4	3	3	3	5	2	4	2	4	4	3	3	3	3	1	3	4	4	5	4	3	3	4	4	4	3	3	3	3	3	3	2	4	2	4	4	4	2	4	3	3	4	4	4	4	4	2	1	4	3	3	1	1	2	2	4	2	3	1	2	1	4	1	4	4	2	2	1	4	4	3	4	3	3	3	3	3	3	3	3	4	3	4	3	4	3	3	4	3	3	2	3	3	2	2	2	2	4	2	2	4	5	4	4	3	3	4	4	4	5	2	4	3	2	2	2	3	1	3	3	3	2	3	2	2	2	4	3	2	3	5	3	3	3	3	4	4	4	3	2	4	3	3	4	4	5	3	3	2	3	17	2	100	US	1	1622
5	4	5	5	5	5	4	5	5	5	5	4	5	4	4	3	5	2	2	3	4	4	2	3	2	4	2	4	4	3	2	4	4	2	3	3	4	3	4	4	4	2	2	3	4	4	3	5	2	4	4	5	4	2	3	1	2	1	3	3	2	2	3	3	2	2	2	4	3	3	4	4	2	4	4	4	2	3	5	5	4	5	5	1	3	3	4	2	1	4	4	2	2	2	5	4	4	4	1	5	4	4	4	3	3	3	2	4	4	4	2	2	2	2	4	4	4	1	4	2	4	2	2	5	3	5	4	4	5	5	4	5	4	1	4	3	2	4	4	4	2	4	5	1	2	4	5	4	3	4	4	4	2	2	1	1	1	2	2	1	4	2	2	25	2	80	DE	2	891
4	3	3	5	4	4	5	2	5	5	4	2	2	5	5	2	5	2	5	5	5	4	5	5	5	5	4	2	4	5	5	5	2	3	2	4	4	3	4	4	5	2	4	2	3	3	2	2	1	4	4	5	2	3	4	1	4	5	5	4	2	5	5	5	4	3	4	4	5	5	4	4	4	5	4	4	1	1	3	3	2	5	4	1	2	1	2	2	1	2	2	1	2	1	2	2	2	2	1	3	2	3	2	1	2	2	2	2	2	2	2	2	2	1	2	2	4	1	1	1	5	4	2	5	4	4	3	4	4	4	4	5	5	1	1	4	3	4	4	4	1	1	4	2	4	4	2	3	4	2	4	4	4	3	2	2	2	2	1	1	4	1	3	46	1	95	US	1	701
4	2	2	2	4	3	2	1	2	1	4	4	4	5	5	3	5	3	3	4	2	3	1	1	5	2	4	4	3	2	3	4	2	4	4	4	3	3	3	3	4	3	3	1	1	5	2	5	3	5	3	2	5	2	4	2	2	2	3	2	1	2	2	2	1	4	2	3	2	3	2	1	2	2	5	2	2	3	1	4	5	5	5	4	4	4	4	5	2	4	4	2	2	4	5	5	5	4	3	3	4	5	1	4	4	4	5	4	1	2	5	3	5	5	3	2	5	4	3	4	1	4	3	5	4	5	2	4	5	5	5	5	4	3	5	4	3	5	3	4	4	2	4	5	1	2	2	4	1	2	1	2	1	2	2	2	2	1	2	1	1	2	5	18	2	65	US	1	1511
4	4	5	4	5	5	3	3	5	2	3	3	5	3	4	3	3	3	3	2	3	2	1	2	3	3	4	3	2	3	3	3	4	2	2	2	2	2	2	2	3	2	3	2	3	5	5	3	4	4	4	4	5	3	3	2	4	2	4	4	3	4	2	2	3	2	3	3	2	2	2	1	1	2	3	2	5	5	4	4	5	4	1	1	3	3	4	3	2	3	2	2	1	4	5	4	5	1	3	5	3	5	5	5	5	5	4	4	5	4	1	5	4	4	5	5	4	4	4	4	4	2	4	4	3	4	2	4	5	4	4	5	2	4	4	4	4	5	3	5	4	4	4	5	3	3	5	3	3	3	3	2	2	4	5	3	3	4	3	3	3	2	2	30	2	95	ZA	2	976
